Model,Scenario,Region,Variable,Unit,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
IMAGE,SSP2-Ref-SPA0-V17,WAF,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,4.35,4.80,5.59,6.85,8.10,9.14,9.58,9.98,10,11,11
IMAGE,SSP2-Ref-SPA0-V17,WAF,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,0.15,0.16,0.18,0.22,0.26,0.30,0.31,0.32,0.33,0.34,0.35
IMAGE,SSP2-Ref-SPA0-V17,WAF,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,3.57,3.92,4.58,5.68,6.85,7.83,8.28,8.68,9.06,9.40,9.72
IMAGE,SSP2-Ref-SPA0-V17,WAF,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,0.64,0.72,0.83,0.95,0.99,1.02,0.99,0.97,0.95,0.94,0.92
IMAGE,SSP2-Ref-SPA0-V17,WAF,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.47,1.81,5.55,10,6.87,5.60,1.09,0.70,0.80,0.69,0.83
IMAGE,SSP2-Ref-SPA0-V17,WAF,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,1.08,1.02,0.83,0.63,0.49,0.43,0.41,0.39,0.36,0.33,0.30
IMAGE,SSP2-Ref-SPA0-V17,WAF,Emissions|CH4|Other,Mt CH4/yr,0.00,0.01,0.02,0.03,0.05,0.07,0.12,0.16,0.19,0.19,0.18
IMAGE,SSP2-Ref-SPA0-V17,WAF,Emissions|CH4|Waste,Mt CH4/yr,1.96,2.26,2.97,3.74,4.51,5.25,5.86,6.37,6.75,6.97,7.09
IMAGE,SSP2-Ref-SPA0-V17,WEU,Emissions|CH4,Mt CH4/yr,22,21,20,20,21,21,22,23,22,21,20
IMAGE,SSP2-Ref-SPA0-V17,WEU,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.01
IMAGE,SSP2-Ref-SPA0-V17,WEU,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.47,0.40,0.25,0.15,0.12,0.10,0.08,0.06,0.06,0.06,0.05
IMAGE,SSP2-Ref-SPA0-V17,WEU,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.06
IMAGE,SSP2-Ref-SPA0-V17,WEU,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.06
IMAGE,SSP2-Ref-SPA0-V17,WEU,Emissions|CH4|Energy Supply,Mt CH4/yr,6.27,5.35,3.38,3.09,3.19,3.67,4.30,5.45,5.06,4.12,3.83
IMAGE,SSP2-Ref-SPA0-V17,WEU,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,6.86,5.86,3.73,3.35,3.42,3.87,4.47,5.60,5.20,4.25,3.96
IMAGE,SSP2-Ref-SPA0-V17,WEU,Emissions|CH4|Land Use,Mt CH4/yr,10,10,11,11,12,12,12,12,12,12,12
IMAGE,SSP2-Ref-SPA0-V17,WEU,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01
IMAGE,SSP2-Ref-SPA0-V17,WEU,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,10,10,11,11,12,12,12,12,12,12,12
IMAGE,SSP2-Ref-SPA0-V17,WEU,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,2.09,2.12,2.25,2.34,2.38,2.42,2.43,2.43,2.44,2.44,2.45
IMAGE,SSP2-Ref-SPA0-V17,WEU,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,7.83,7.93,8.54,8.93,9.17,9.40,9.41,9.42,9.44,9.45,9.46
IMAGE,SSP2-Ref-SPA0-V17,WEU,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
IMAGE,SSP2-Ref-SPA0-V17,WEU,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.03,0.03,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.02
IMAGE,SSP2-Ref-SPA0-V17,WEU,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.06,0.06
IMAGE,SSP2-Ref-SPA0-V17,WEU,Emissions|CH4|Other,Mt CH4/yr,0.03,0.02,0.02,0.03,0.02,0.01,0.01,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,WEU,Emissions|CH4|Waste,Mt CH4/yr,4.61,4.82,5.18,5.34,5.33,5.25,5.06,4.85,4.60,4.25,3.91
IMAGE,SSP2-Ref-SPA0-V17,World,Emissions|CH4,Mt CH4/yr,318,348,396,432,451,463,457,458,462,465,484
IMAGE,SSP2-Ref-SPA0-V17,World,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.44,0.52,0.57,0.60,0.59,0.62,0.68,0.71,0.69,0.63,0.54
IMAGE,SSP2-Ref-SPA0-V17,World,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,11,12,11,8.53,6.51,4.97,4.30,3.73,3.18,2.48,1.82
IMAGE,SSP2-Ref-SPA0-V17,World,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.45,0.46,0.62,0.85,1.51,1.91,2.26,2.66,2.96,2.75,2.30
IMAGE,SSP2-Ref-SPA0-V17,World,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.45,0.46,0.62,0.85,1.51,1.91,2.26,2.66,2.96,2.75,2.30
IMAGE,SSP2-Ref-SPA0-V17,World,Emissions|CH4|Energy Supply,Mt CH4/yr,100,115,135,152,163,174,180,182,184,192,215
IMAGE,SSP2-Ref-SPA0-V17,World,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,113,128,148,163,173,182,188,189,191,199,220
IMAGE,SSP2-Ref-SPA0-V17,World,Emissions|CH4|Land Use,Mt CH4/yr,154,164,184,199,205,206,194,194,198,197,199
IMAGE,SSP2-Ref-SPA0-V17,World,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,1.41,1.60,1.98,2.28,2.53,2.67,2.53,2.41,2.36,2.22,2.10
IMAGE,SSP2-Ref-SPA0-V17,World,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,136,145,159,170,177,183,185,186,188,190,192
IMAGE,SSP2-Ref-SPA0-V17,World,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,11,11,12,13,13,14,14,14,14,13,13
IMAGE,SSP2-Ref-SPA0-V17,World,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,95,103,114,124,130,135,136,138,140,142,144
IMAGE,SSP2-Ref-SPA0-V17,World,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,30,31,33,34,34,35,35,35,34,34,34
IMAGE,SSP2-Ref-SPA0-V17,World,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,9.50,11,17,21,21,16,3.42,1.98,4.38,2.13,2.54
IMAGE,SSP2-Ref-SPA0-V17,World,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,6.89,6.59,5.98,5.23,4.30,3.68,3.49,3.30,2.96,2.68,2.45
IMAGE,SSP2-Ref-SPA0-V17,World,Emissions|CH4|Other,Mt CH4/yr,0.34,0.35,0.71,1.13,0.92,0.44,0.29,0.31,0.33,0.33,0.28
IMAGE,SSP2-Ref-SPA0-V17,World,Emissions|CH4|Waste,Mt CH4/yr,52,56,64,69,73,75,75,74,72,68,65
